action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Sibhost exploit kit""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""yoO4TAbn2tpl5DltCfASJIZ2spEJPLSn""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zbot variant in.php outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['7']), ('http_uri', ''), ('content', ['""/in.php""']), ('http_header', ''), ('content', ['"".ru|0D 0A|User-Agent|3A 20|Mozilla/4.0|0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['""|0A|Content-Length|3A 20|""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Wecod variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['20']), ('http_uri', ''), ('content', ['""/b/n/winrar/tudo.rar""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Bancos variant outbound connection SQL query POST data""","['flow', 'http_client_body', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""a=select CAMPO from PAGINA where CODIGO = ""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""","['flow', 'http_uri', 'content', 'http_header', 'content', 'content', 'pcre', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".php""']), ('http_header', ''), ('content', ['""|3B 20|MSIE|20|""']), ('content', ['""|0D 0A|Accept|2D|Encoding|3A 20|identity|0D 0A|""', 'distance 0']), ('pcre', ['""/\\x0d\\x0aContent\\x2dLength\\x3a\\x20(124|132)\\x0d\\x0a/""']), ('http_client_body', ''), ('pcre', ['""/\\x3d?\\x3d\\r\\n$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Gupd variant outbound connection""","['flow', 'http_client_body', 'content', 'content', 'content', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""cstype=""', 'depth 7']), ('content', ['""&authname=""', 'within 48', 'distance 1']), ('content', ['""&authpass=""', 'within 48', 'distance 1']), ('content', ['""&hostname=""', 'within 48', 'distance 1']), ('content', ['""&ostype=""', 'within 256', 'distance 1']), ('content', ['""&macaddr=""', 'within 64', 'distance 16']), ('content', ['""&owner=""', 'within 48', 'distance 17']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Eldorado variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['12']), ('http_uri', ''), ('content', ['""/pid/pid.txt""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""(compatible|3B 20|Indy Library)|0D 0A 0D 0A|""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Proxyier variant outbound connection""","['flow', 'content', 'content', 'http_header', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""GET /?""', 'depth 6']), ('content', ['""HTTP/1.1|0D 0A|Host|3A 20|update|2E|""', 'distance 0']), ('http_header', ''), ('content', ['""0b8pre|0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['!""|0A|Referer""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Fake postal receipt HTTP Response phishing attack""","['flow', 'http_header', 'content', 'file_data', 'pkt_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=Postal-Receipt.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('file_data', ''), ('pkt_data', ''), ('content', ['""Postal-Receipt.exe""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Dapato banking Trojan variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['21']), ('http_uri', ''), ('content', ['""/pics/_vti_cnf/00.inf""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""APP-DETECT Absolute Software Computrace outbound connection - search.dnssearch.org""","['flow', 'http_header', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Host|3A| search.dnssearch.org|0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['""TagId: ""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""APP-DETECT Absolute Software Computrace outbound connection - search.namequery.com""","['flow', 'http_header', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Host|3A| search.namequery.com|0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['""TagId: ""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Brontok Worm variant outbound connection""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| Brontok.A8 Browser|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,443,"""MALWARE-CNC Daws Trojan Outbound Plaintext over SSL Port""","['flow', 'content', 'pcre', 'content', 'pcre', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""POST""', 'depth 4']), ('pcre', ['""/^POST\\x20\\x2f[a-z]+\\.[a-z]{3}\\x20HTTP\\x2f1\\.1\\r\\n/""']), ('content', ['""|0D 0A|Content|2D|Disposition|3A 20|form|2D|data|3B 20|name|3D 22|""']), ('pcre', ['""/[^\\x0d\\x0a\\x09\\x20-\\x7e]{4}/R""']), ('pcre', ['""/\\d+\\x2d{2}\\r\\n$/R""']), ('service', ['ssl'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC file path used as User-Agent - potential Trojan""","['flow', 'http_header', 'content', 'http_uri', 'pcre', 'http_header', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A 20|C:|5C|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/\\.exe$/i""']), ('http_header', ''), ('pcre', ['""/^User\\x2dAgent\\x3a\\x20c\\x3a\\x5c[^\\r\\n]*?\\.exe\\r\\n/im""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Scar variant outbound connection""","['flow', 'http_uri', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".php?mac=""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""|0D 0A|Accept-Language|3A 20|ko|0D 0A|""']), ('http_uri', ''), ('pcre', ['""/\\.php\\?mac\\x3d([a-f0-9]{2}\\x3a){5}[a-f0-9]{2}$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC OSX.Trojan.Flashfake variant outbound connection""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""|3B 20|sv|3A|""']), ('content', ['""|3B 20|id|3A|""', 'within 5', 'distance 1']), ('pcre', ['""/^User\\x2dAgent\\x3a\\s[^\\r\\n]*?\\x3b\\x20id\\x3a[A-F0-9]{8}\\x2d([A-F0-9]{4}\\x2d){3}[A-F0-9]{12}\\)[^\\r\\n]*?\\r\\n/m""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC FBI Ransom Trojan variant outbound connection""","['flow', 'http_uri', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/nosignal.jpg?""', 'fast_pattern', 'nocase']), ('pcre', ['""/^\\x2fnosignal\\.jpg\\?\\d\\.\\d+$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""INDICATOR-COMPROMISE IP address check to dyndns.org detected""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Host|3A 20|checkip.dyndns.org""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection - ksa.txt""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['8']), ('http_uri', ''), ('content', ['""/ksa.txt""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""User-Agent|3A 20|Mozilla/3.0 (compatible|3B| Indy Library)""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection - op POST""","['flow', 'http_client_body', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""op=""', 'depth 3']), ('content', ['""&nmpc=""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$SMTP_SERVERS,25,"""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('file_data', ''), ('content', ['""|EF BB BF 50 4B 03 04|""', 'depth 7']), ('service', ['smtp'])]"
alert,tcp,$EXTERNAL_NET,"[110, 143]",unidirectional,$HOME_NET,any,"""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""|EF BB BF 50 4B 03 04|""', 'depth 7']), ('service', ['ftp-data', ' imap', ' pop3'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""|EF BB BF 50 4B 03 04|""', 'depth 7']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""APP-DETECT Ufasoft bitcoin miner possible data upload""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| Ufasoft""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain suppp.cantvenlinea.biz - Bitcoin Miner upload""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|05|suppp|0C|cantvenlinea|03|biz|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Gamarue variant outbound connection""","['flow', 'http_method', 'content', 'pkt_data', 'content', 'content', 'http_client_body', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('pkt_data', ''), ('content', ['""panel1/gate.php""']), ('content', ['"" HTTP/1.1|0D 0A|Cache-Control: no-cache|0D 0A|Connection|3A|""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('content', ['""+""', 'depth 15']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain gigasbh.org - Win.Trojan.Dorkbot""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|07|gigasbh.org|03|org""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain xixbh.com - Win.Trojan.Dorkbot""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|05|xixbh|03|com""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain xixbh.net - Win.Trojan.Dorkbot""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|05|xixbh|03|net""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""INDICATOR-COMPROMISE IP address check to j.maxmind.com detected""","['flow', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/app/geoip.js""']), ('http_header', ''), ('content', ['""Host|3A 20|j.maxmind.com""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,any,any,unidirectional,$HOME_NET,445,"""MALWARE-OTHER Win.Worm.Dorkbot folder snkb0ptz creation attempt SMB""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|73 00 6E 00 6B 00 62 00 30 00 70 00 74 00 7A 00|""', 'fast_pattern', 'nocase']), ('service', ['netbios-ssn'])]"
alert,tcp,any,any,unidirectional,$HOME_NET,445,"""MALWARE-OTHER Win.Worm.Dorkbot executable snkb0ptz.exe creation attempt SMB""","['flow', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|73 00 6E 00 6B 00 62 00 30 00 70 00 74 00 7A 00|""', 'fast_pattern', 'nocase']), ('content', ['"".exe""']), ('service', ['netbios-ssn'])]"
alert,tcp,any,any,unidirectional,$HOME_NET,445,"""MALWARE-OTHER Win.Worm.Dorkbot Desktop.ini snkb0ptz.exe creation attempt SMB""","['flow', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|73 00 6E 00 6B 00 62 00 30 00 70 00 74 00 7A 00|""']), ('content', ['""|5C|""', 'within 1']), ('content', ['""|00 44 00 65 00 73 00 6B 00 74 00 6F 00 70 00 2E 00 69 00 6E 00 69 00|""', 'distance 0']), ('service', ['netbios-ssn'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Magic variant inbound connection""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""some_magic_code1""', 'depth 36']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""SERVER-ORACLE Oracle WebCenter FatWire Satellite Server header injection on blobheadername2 attempt""","['flow', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""blobheadername2=Location""', 'fast_pattern', 'nocase']), ('content', ['""blobheadervalue2=""', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""SERVER-ORACLE Oracle WebCenter FatWire Satellite Server header injection on blobheadername2 attempt""","['flow', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""blobheadername2=Refresh""', 'fast_pattern', 'nocase']), ('content', ['""blobheadervalue2=""', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Win.Trojan.Zeus Spam 2013 dated zip/exe HTTP Response - potential malware download""","['flow', 'content', 'http_header', 'content', 'content', 'file_data', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('content', ['""-2013.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""-2013.zip|0D 0A|""']), ('content', ['""-""', 'within 1', 'distance -14']), ('file_data', ''), ('pkt_data', ''), ('content', ['""-2013.exe""']), ('content', ['""-""', 'within 1', 'distance -14']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zbot fake PNG config file download without User-Agent""","['flow', 'http_header', 'content', 'http_uri', 'pcre', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Accept: application/xml', 'application/xhtml+xml', 'text/html|3B|q=0.9', 'text/plain|3B|q=0.8', 'image/png', '*/*|3B|q=0.5|0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/\\.png$/i""']), ('http_header', ''), ('content', ['!""User-Agent:""', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Unknown Thinner Encrypted POST botnet C&C""","['flow', 'http_uri', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/thinner/thumb?img=""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('pcre', ['""/[^\\x20-\\x7e\\x0d\\x0a]{4}/""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP JavaScript tag in User-Agent field possible XSS attempt""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| <SCRIPT>""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,443,"""BLACKLIST User-Agent known malicious user agent NOKIAN95/WEB""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""User-Agent|3A| NOKIAN95|2F|WEB""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$FILE_DATA_PORTS,unidirectional,$HOME_NET,any,"""EXPLOIT-KIT Portable Executable downloaded with bad DOS stub""","['flow', 'file_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""MZ""', 'depth 2']), ('content', ['""|2F 2A 14 20|""', 'distance 0']), ('service', ['ftp-data', ' http', ' imap', ' pop3'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-COMPROMISE Unix.Backdoor.Cdorked redirect attempt""","['flow', 'http_header', 'content', 'content', 'base64_decode', 'base64_data', 'pkt_data', 'content', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""0aW1lP""', 'fast_pattern']), ('content', ['""/index.php?""', 'distance -50']), ('base64_decode', ['bytes 150', ' offset 10', ' relative']), ('base64_data', ''), ('pkt_data', ''), ('content', ['""time=""']), ('content', ['""&src=""', 'distance 0']), ('content', ['""&surl=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Unknown malware - Incorrect headers - Referer HTTP/1.0""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Referer: HTTP/1.0|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
